customer_unique_id,first_order_id,first_purchase_date,purchase_month,purchase_dow,customer_state,item_count,distinct_product_count,total_price,total_freight,primary_category,primary_payment_type,total_installments,delivery_days,is_late_delivery,review_score,repeat_within_180d
f77be85d218371e1afd9685f7ae828b2,002691433f09002ac9ca0c4e8dbb8ead,2017-02-02 21:18:03,2.0,4.0,RS,1,1,104.0,16.43,telephony,credit_card,1.0,4.0,False,5.0,0
2ecb0fc377050ca3b001d3a199e951ec,0026a368634b6e6f34f33b1499773a30,2017-10-27 21:10:26,10.0,5.0,SP,1,1,149.0,15.8,cool_stuff,credit_card,1.0,11.0,False,4.0,0
c5e94cf711798a7bdde48952d2b3ee28,00275bce676303c3bfd7292aefdfa223,2017-11-24 23:10:30,11.0,5.0,SP,1,1,279.9,13.46,telephony,boleto,1.0,9.0,False,5.0,0
af11903c9def1d99643292e8d695b212,00276d5c3491fbf55305e26891040df9,2018-02-13 11:47:21,2.0,2.0,PR,1,1,44.9,23.22,furniture_decor,credit_card,6.0,31.0,False,4.0,0
f139f07dd192b4c3a1b21082a9c632a2,002955b0acc63d04f6724a31967e82bd,2017-12-18 13:43:54,12.0,1.0,MG,1,1,120.0,15.59,perfumery,credit_card,1.0,8.0,False,5.0,0
cb56f37beb68b1e2557f4ce00879d21c,002af7fa9eb99d1456bceb6a13d6fc0b,2018-02-18 18:46:28,2.0,0.0,SC,1,1,88.34,21.11,furniture_decor,credit_card,5.0,21.0,False,4.0,0
b1f8d8ebab0d8174f573bb6797ba8240,002b430ff89b3a24c31a1170acbbedea,2017-06-20 21:55:21,6.0,2.0,MG,1,1,199.99,65.56,cool_stuff,credit_card,10.0,8.0,False,5.0,0
125afe43321f838bed64b7e0ecfddba4,002d040018d12a3853c059f7f23ab5b1,2017-11-19 19:16:07,11.0,0.0,PR,1,1,155.0,14.84,perfumery,boleto,1.0,7.0,False,3.0,0
2e875ea57961ad115cec13fef0920ae6,002f98c0f7efd42638ed6100ca699b42,2017-08-04 09:19:10,8.0,5.0,RS,2,2,53.89,39.73,toys,credit_card,9.0,3.0,False,5.0,0
199888480790cc4f6135f3a3e11af83e,0030d783f979fbc5981e75613b057344,2017-11-24 20:03:02,11.0,5.0,RJ,1,1,60.6,17.67,housewares,credit_card,7.0,42.0,True,1.0,0
fbe6316a06058c651539cbf59ec5a0ef,003324c70b19a16798817b2b3640e721,2017-05-18 19:04:48,5.0,4.0,MG,2,1,205.8,28.9,luggage_accessories,credit_card,5.0,11.0,False,1.0,0
22b12c9c5bc6ba994b2423d87d3bb88a,00335b686d693c7d72deeb12f8e89227,2017-07-17 21:25:23,7.0,1.0,ES,1,1,63.9,16.89,toys,boleto,1.0,56.0,True,,0
3c857a6f7828bfb70fb712e2393cfd1b,00337fe25a3780b3424d9ad7c5a4b35e,2017-09-25 17:39:29,9.0,1.0,SP,2,2,119.8,19.88,bed_bath_table,credit_card,1.0,1.0,False,5.0,0
d56ded4569dd9821b2f83710a56afbde,0035246a40f520710769010f752e7507,2017-08-17 00:57:23,8.0,4.0,SP,1,1,87.0,12.11,bed_bath_table,credit_card,8.0,11.0,False,5.0,1
9392534851a5f1f12396b5f897f9f2ad,0035c0b07126fe9c24a325216fb96064,2017-11-24 01:08:37,11.0,5.0,SP,1,1,131.9,18.54,cool_stuff,credit_card,10.0,13.0,False,4.0,0
fdfa1cc68f121149d8fcc27ee96e134c,0035e6b7ade84b3f5b86bd49814793df,2018-02-21 02:46:23,2.0,3.0,SP,1,1,19.9,14.1,furniture_decor,credit_card,1.0,5.0,False,5.0,0
6d151e185615942c0bc8cd9373471ad1,0036887767dea4bd43b1a88cd0d9477a,2017-10-13 00:04:49,10.0,5.0,MG,1,1,399.99,23.64,toys,credit_card,3.0,10.0,False,5.0,0
cd2fd2a38f5903eb2a7377b548e0bfdd,00378c6c981f234634c0b9d6128df6dd,2018-02-02 19:39:46,2.0,5.0,SP,1,1,41.0,11.85,sports_leisure,credit_card,2.0,24.0,True,4.0,0
3f7fe16073dbdd44c23f327bab3def2c,003d804eef0e1b856881cd18e0cc0d4c,2017-11-17 19:43:10,11.0,5.0,MA,1,1,277.0,35.74,watches_gifts,credit_card,3.0,54.0,True,4.0,0
770c43f54c33cbf4bc49b7f2d6576891,003f201cdd39cdd59b6447cff2195456,2018-02-21 16:59:24,2.0,3.0,RJ,2,1,170.0,34.06,computers_accessories,credit_card,2.0,35.0,True,1.0,0
1c83b776b851b057dcc32bb2fa5edbdd,003f9bcc09427647c4b9d361a523545b,2018-02-06 13:06:45,2.0,2.0,SP,1,1,229.0,9.8,watches_gifts,credit_card,8.0,2.0,False,5.0,0
89f85ff8f63aa9404d98a83cf96cd4e4,0040a56893444cb56cba7cfe2225e34e,2018-01-22 23:50:35,1.0,1.0,BA,1,1,84.9,34.39,computers_accessories,credit_card,1.0,22.0,False,2.0,0
e7aa5a5869f3e9d7d04fd3aa5f90631f,004157daafa0bc8672e01f00e4f0c04f,2017-05-21 13:13:54,5.0,0.0,CE,1,1,189.0,33.91,furniture_decor,credit_card,4.0,12.0,False,5.0,0
3b776563843bf7cb5adb4e65296aefae,00418a49a685c6bb60633291c3fab17a,2017-10-03 20:43:03,10.0,2.0,SP,1,1,49.0,7.78,watches_gifts,credit_card,2.0,1.0,False,1.0,0
5eb8cc30e45a67bdb05240e7e735967d,0045e3085f083f0f38d24bb3f22e6593,2017-08-10 16:13:36,8.0,4.0,SP,1,1,116.9,13.84,health_beauty,credit_card,3.0,19.0,False,5.0,0
b0efd7adeb04d15b16edaedd11215d40,0046e1d57f4c07c8c92ab26be8c3dfc0,2017-09-26 15:24:03,9.0,2.0,SP,1,1,7.79,7.78,unknown,credit_card,1.0,3.0,False,5.0,0
1e57acebf9849b1d7af7c21c14c1b99f,00471463a6106056c1a2a809f70de640,2017-09-21 22:00:44,9.0,4.0,DF,1,1,179.99,85.97,furniture_decor,credit_card,5.0,20.0,False,5.0,0
d4c784ecad19dfe09e63ffaf9ada82a3,00482f2670787292280e0a8153d82467,2017-02-13 16:18:07,2.0,1.0,MG,1,1,7.6,10.96,unknown,boleto,1.0,1.0,False,5.0,0
c5cc879614b6acdf5b62db3edd062e81,0049edf42837aa808e03552a62bd2158,2017-12-30 12:33:26,12.0,6.0,RJ,1,1,49.9,17.6,garden_tools,credit_card,1.0,31.0,False,1.0,0
8b9c297f4874622ea42c249bba3854d7,004ba47bb589cdbc485e6025bd6d3c81,2017-12-25 20:40:15,12.0,1.0,SP,1,1,49.0,11.85,telephony,credit_card,6.0,3.0,False,5.0,0
b96d7210632c1e88eafbf34998081f43,004d76fef3dd46eb4f70da049c8d1f93,2017-12-20 06:42:39,12.0,3.0,SP,1,1,120.0,27.39,stationery,boleto,1.0,6.0,False,5.0,0
5b861df2503dbc8ca307dfb7e18b300b,004eab0fd8f28adaf8d488976f77febe,2017-08-02 15:32:46,8.0,3.0,RJ,1,1,21.5,11.98,sports_leisure,credit_card,1.0,1.0,False,5.0,0
17726716a98c98a7806b43a789820245,004f5d8f238e8908e6864b874eda3391,2018-02-27 12:16:30,2.0,2.0,MS,1,1,122.99,15.61,unknown,boleto,1.0,23.0,True,3.0,0
aaeafdd832692cf3b77f4eeded665088,004fb11815bc03b01b20a614eef69d14,2017-11-25 13:56:55,11.0,6.0,BA,1,1,72.99,19.75,cool_stuff,credit_card,3.0,21.0,False,5.0,0
31293649410caf78cd0a64bfc3ff3d78,004fb5e6f90a178dc74ad2b016649249,2017-06-11 09:46:11,6.0,0.0,SP,1,1,129.99,13.93,cool_stuff,credit_card,2.0,5.0,False,5.0,0
cd6ab472aeca00c899a173ffea882881,005059edee63c8c708ba61910793b31b,2018-02-05 18:25:51,2.0,1.0,RJ,2,1,184.0,35.78,bed_bath_table,credit_card,8.0,14.0,False,3.0,0
ec462378011c63f79ec53a2365d8e71b,0055b77cca3186676c147f532dd2547b,2018-02-19 21:47:44,2.0,1.0,RJ,1,1,149.0,40.37,computers_accessories,credit_card,2.0,15.0,False,5.0,0
9a5b186787a143669398bd8083720c21,0057199db02d1a5ef41bacbf41f8f63b,2018-01-18 17:05:30,1.0,4.0,MT,1,1,20.3,16.79,unknown,boleto,1.0,19.0,False,4.0,0
106106992030e0d83e6f1bc9d4054070,00571ded73b3c061925584feab0db425,2017-05-18 20:59:24,5.0,4.0,MG,2,1,359.8,30.02,perfumery,credit_card,4.0,11.0,False,5.0,0
e4c1da04e1d03a2f6f276ebcb68b8253,00584d79015452d19fd3d044ba3abdc0,2017-07-23 19:11:15,7.0,0.0,SP,1,1,109.9,12.27,telephony,credit_card,3.0,2.0,False,5.0,0
0b9779c6ddf61db3641edd60f13be109,00588f5f20fee630b83d4709e0a42715,2017-08-18 16:02:24,8.0,5.0,PA,1,1,89.0,25.9,telephony,credit_card,4.0,12.0,False,1.0,0
eac51d2355307babc49fe52bc8b7d336,005a1dded353107dbabf8ffc83a20365,2018-02-09 18:00:00,2.0,5.0,MG,1,1,75.0,14.28,watches_gifts,credit_card,8.0,21.0,False,5.0,0
8797820f6554668a5b835ff74cd077df,005b49de51a4e006055e8487a50ad8e4,2017-04-09 13:35:38,4.0,0.0,RS,1,1,46.86,14.52,computers_accessories,credit_card,4.0,18.0,False,5.0,0
3ecdba3759728beba1f9ed3643e133d3,005cad6157eadc7f1f09917607f1704a,2017-04-15 16:35:52,4.0,6.0,SP,1,1,96.0,14.84,sports_leisure,credit_card,2.0,17.0,False,5.0,0
7e198addd609b9169441891b3f0df2b1,005e5166e99d1e4d0c4f808b0540ba94,2018-02-21 11:37:24,2.0,3.0,SC,1,1,120.1,16.6,computers_accessories,boleto,1.0,34.0,True,3.0,0
a4e15c3b37a5bdc379b5d9a8b7b37450,00602f25bffa1dcfb71e202fbf9824fb,2017-11-01 17:45:52,11.0,3.0,PA,1,1,39.9,54.02,watches_gifts,boleto,1.0,26.0,False,5.0,0
f793d2815c27a46dafc9c92a1c960103,0064d74f7de7917d54768d7722ad56ac,2017-09-10 21:45:29,9.0,0.0,RJ,1,1,189.9,31.17,cool_stuff,credit_card,4.0,3.0,False,5.0,0
8f062a3d9b2c79e29cc3d8db301b6d39,006557c3221c1fcd02b0106343ab357b,2018-02-23 14:36:15,2.0,5.0,SP,1,1,14.9,8.27,home_appliances,credit_card,1.0,7.0,False,5.0,0
8a996e32e8d729f4f10947fb34bf5763,00664284de7a3470d22931ed78615ee4,2017-09-24 13:12:59,9.0,0.0,SP,1,1,43.9,11.85,kitchen_dining_laundry_garden_furniture,credit_card,2.0,9.0,False,4.0,0
051be26c01eaee2404f19132b80da15f,0068468c453d28c8ef3fd089e50a5847,2017-11-24 22:25:25,11.0,5.0,RJ,1,1,469.0,20.85,electronics,credit_card,3.0,19.0,False,5.0,0
f113042ff356f926d517f3087d4a1ba8,00685d31ae12e47470ba5c18ba74f22c,2017-08-27 21:41:16,8.0,0.0,RS,1,1,59.0,16.17,furniture_decor,credit_card,7.0,37.0,True,1.0,0
f765c27dd5ad5be41dd370e1ee4657b4,0068e836900867da359bd81db9227a33,2017-09-29 11:24:09,9.0,5.0,RS,1,1,96.99,16.44,sports_leisure,boleto,1.0,6.0,False,5.0,0
d5faae3f913e775994e53068992969b5,006cb7cafc99b29548d4f412c7f9f493,2018-02-17 14:22:34,2.0,6.0,DF,1,1,56.0,14.14,unknown,credit_card,3.0,7.0,False,5.0,0
daec6ee742b2b2ce14fcb41bd844045a,006cba07f62f921fe4f58365bde2b2eb,2017-08-14 20:28:45,8.0,1.0,SP,1,1,69.99,11.99,toys,credit_card,2.0,3.0,False,5.0,0
fd01a8dd276ac93aec73fde385389de9,006dd93155bc2abd844cc5eed3a0fe7f,2017-12-02 01:20:28,12.0,6.0,SP,1,1,49.9,7.78,fashion_bags_accessories,credit_card,3.0,5.0,False,5.0,0
41e36b7ef606e5f8d7d85358fabbdd88,006e05e81c068ddc38e48ebe189b922e,2017-12-27 21:50:43,12.0,3.0,MG,1,1,29.0,14.1,watches_gifts,credit_card,1.0,6.0,False,4.0,0
1df0a296f852bdf1a17b085730f4b894,006e43460a55bc60c0a437521e426529,2017-05-11 00:24:35,5.0,4.0,SP,1,1,99.0,43.06,garden_tools,credit_card,3.0,8.0,False,5.0,0
0ee84527dd65b0a7fadd79df2fc273fe,0070092bb6004faafa287e5fc35971e9,2017-07-25 11:42:58,7.0,2.0,SP,1,1,149.0,14.06,toys,credit_card,2.0,2.0,False,5.0,0
d462d9e30ff3df8b64ade2aac3cafc7a,0071ee2429bc1efdc43aa3e073a5290e,2018-01-22 11:08:15,1.0,1.0,SP,1,1,179.98,12.46,housewares,voucher,2.0,9.0,False,4.0,0
d77caf275e9f22055520d5a58bf0691f,00750f68bb64537034e93554c64b41b5,2017-11-12 09:50:55,11.0,0.0,SP,1,1,129.0,8.16,watches_gifts,credit_card,4.0,2.0,False,5.0,0
4ddf25b85103aa90e4e53f275db83285,00756576f4e494406945ac21cb82cfe0,2018-01-30 18:08:21,1.0,2.0,SP,1,1,137.0,15.71,watches_gifts,boleto,1.0,9.0,False,5.0,0
88fcb680dc8cd2e540010c0750b78242,00772b2af35643653f108fdac1155ee3,2017-04-24 10:53:12,4.0,1.0,SP,1,1,37.0,10.96,sports_leisure,credit_card,3.0,12.0,False,4.0,0
2605c5e0b518e57802205cfb05246774,00789ce015e7e5791c7914f32bb4fad4,2017-06-28 23:31:33,6.0,3.0,RJ,1,1,154.0,14.83,health_beauty,credit_card,10.0,18.0,False,5.0,0
a6f9ff98ef3cedac9d8a2b88afc89972,0078a358a14592b887eb140ef515f5ab,2017-11-06 15:42:42,11.0,1.0,GO,1,1,253.52,82.86,furniture_decor,credit_card,3.0,15.0,False,5.0,0
539a46fd0fe17b457ea27dacf709c406,007beb35f98c075747e6fc4fd1c0cb73,2017-09-23 08:32:53,9.0,6.0,RJ,1,1,64.9,18.69,bed_bath_table,credit_card,2.0,11.0,False,4.0,0
f9b89cfe153ff980aa3d8dc18b380888,007c7cb12ef3567531307ca78d395758,2018-02-20 11:31:56,2.0,2.0,GO,1,1,179.0,16.0,electronics,credit_card,2.0,20.0,False,2.0,0
25e6bea0f352b9c61d1bed324da0f5cb,007ec946d4f798caf2b43c9d44c56421,2017-11-24 13:05:15,11.0,5.0,RS,1,1,27.9,15.1,sports_leisure,boleto,1.0,12.0,False,5.0,0
cbb7fc5fc1e854d9ee8f03c3eab82367,007ff0b0f79be782f633fc3b18cbe337,2018-02-03 17:46:53,2.0,6.0,MG,1,1,39.0,16.11,furniture_decor,credit_card,1.0,11.0,False,5.0,0
1024d89da874e3e84179752404838ab0,0080eebb288dba1857ccf048dfe6bdfe,2017-08-11 17:43:46,8.0,5.0,PR,1,1,7.0,14.1,telephony,voucher,1.0,7.0,False,3.0,0
b4280a4f708b5e554795989590a542e8,0081ab2c99dc85945c28926b77dc6960,2018-02-14 22:19:37,2.0,3.0,SP,1,1,269.0,10.7,computers_accessories,credit_card,4.0,4.0,False,2.0,0
83ae47dedb34563d71d7a406f282d2eb,0081ce648af7d6a7bac2a93b6035d1e3,2017-11-08 13:38:11,11.0,3.0,RS,1,1,99.9,17.95,bed_bath_table,boleto,1.0,14.0,False,5.0,0
f3c96794acb463d2a2785d4eb46af0bf,0084209c576daad6ff4534902fcb4892,2017-07-05 13:14:26,7.0,3.0,RJ,1,1,69.9,15.24,bed_bath_table,credit_card,8.0,12.0,False,3.0,0
634348bbcede56e5731bfb277a34ca80,008720830a8a30e39e6f22f81818a141,2017-08-13 16:44:57,8.0,0.0,SP,1,1,57.99,11.73,baby,credit_card,1.0,4.0,False,5.0,0
a2dbc98e10ce1a8a3a0c98b4b41ef63c,0087889a1c836be17f58afd7f1729a4a,2017-10-23 11:03:27,10.0,1.0,SP,1,1,259.0,10.63,perfumery,credit_card,3.0,1.0,False,5.0,0
d0cceb06b81f83e06c5cb63c3f9cb8d3,00891ba5de66f55000ee358ceea9b345,2017-05-14 17:19:43,5.0,0.0,DF,1,1,133.0,16.69,sports_leisure,credit_card,4.0,8.0,False,5.0,0
429fbed971f52697e9bd392d94787bc7,008dc31c0ae7121f2791953ae5f532c3,2018-01-06 11:22:56,1.0,6.0,MA,1,1,28.5,34.15,auto,credit_card,1.0,23.0,False,5.0,0
b7eccb8247dce2f986bc667143eb475e,008eaf9004164883520d0bd32b107261,2017-07-10 20:42:56,7.0,1.0,RJ,1,1,135.9,21.44,housewares,boleto,1.0,10.0,False,5.0,0
7e2a8ae1e36400f3da3f99af72023648,008fab5602c441d51f30b1464f5d4643,2017-02-22 10:37:41,2.0,3.0,MG,1,1,49.99,15.56,health_beauty,credit_card,1.0,9.0,False,5.0,0
89b30dd291178926f8564ac63b8d663a,0093cbf16a6afb7f0ab7cc821b6f9e92,2017-11-11 13:05:52,11.0,6.0,SC,1,1,117.3,25.66,auto,credit_card,2.0,14.0,False,5.0,0
1d74273c053909be057f50f65b48522f,00946f674d880be1f188abc10ad7cf46,2017-12-09 19:11:22,12.0,6.0,SP,2,2,199.8,32.92,pet_shop,credit_card,4.0,7.0,False,4.0,0
576a1f3bd1b073f5a84b23075a37b90e,0094d4660e323945f84f5c29eb348aae,2018-01-24 22:05:42,1.0,3.0,SC,1,1,269.99,39.41,sports_leisure,credit_card,8.0,11.0,False,5.0,0
a6b24ceddbf05b497a2dcdc301984aaf,0094dc9ea7e3cd54d95aea42685673ff,2017-03-07 21:48:19,3.0,2.0,RJ,1,1,89.99,14.8,consoles_games,credit_card,1.0,6.0,False,4.0,0
bcbab0dedb521d9c5412dd8913b2c900,009742b43f4530bc3db7f62332c50f4b,2017-10-24 15:15:58,10.0,2.0,SP,1,1,133.74,12.44,computers_accessories,boleto,1.0,43.0,True,2.0,0
ebcca806966fdf4317d0741eeee16004,00975e709cd12c34d3bd44e4a7f7a876,2017-08-21 12:54:37,8.0,1.0,SP,1,1,86.8,7.86,cool_stuff,credit_card,2.0,2.0,False,5.0,0
8c81d87b1a876ac44f968c7f112501f5,0098dbda25722a3f019fe252a0cd10b3,2017-09-19 18:05:34,9.0,2.0,GO,1,1,143.54,21.49,bed_bath_table,boleto,1.0,13.0,False,4.0,0
1e5dec3847fa11b24069995161a7b95e,009ac365164f8e06f59d18a08045f6c4,2017-11-23 00:03:52,11.0,4.0,MG,1,1,16.9,15.1,garden_tools,voucher,6.0,6.0,False,5.0,0
ba0a20e238448e2ae8bedaf7a8e04393,009c278fa2ed6e7ec498200b60193ca8,2018-01-11 12:58:45,1.0,4.0,SC,1,1,29.99,15.1,telephony,credit_card,2.0,20.0,False,5.0,0
b3c1bc5b24affd7cfb96752860b44640,009e11afa25aa95ae78e60a793995c9b,2017-10-19 23:56:16,10.0,4.0,AM,1,1,30.99,34.15,garden_tools,credit_card,1.0,11.0,False,5.0,0
0124721bc33e0aa6772b42d4ccfd01db,009fa9bd0d92710e840793bfefa80867,2017-06-14 09:44:30,6.0,3.0,MG,1,1,84.99,15.34,perfumery,boleto,1.0,24.0,False,4.0,0
c7e193525b2825ccfe5c65875c0db1dc,00a0116ff15ff973ea16bee881208ae7,2018-02-18 16:22:23,2.0,0.0,MS,1,1,149.0,45.12,computers_accessories,credit_card,10.0,12.0,False,5.0,0
6e766da2653f726764bc9879a3512931,00a13ab02fbe82f78cd84f14e41564ed,2017-12-09 19:22:59,12.0,6.0,SP,1,1,159.49,8.86,sports_leisure,credit_card,1.0,5.0,False,5.0,0
898106ec3d6efd802c031b7e7bbcc1fb,00a174dbf11967d260033fa6ab711493,2017-11-27 10:29:23,11.0,1.0,RJ,1,1,249.9,41.53,furniture_decor,credit_card,1.0,22.0,False,1.0,0
8004f80e361a5ee23aadb7418a685fc2,00a250dbdb3153cc6ecf4d3f07ef6a17,2017-12-10 18:07:24,12.0,0.0,SP,1,1,53.99,7.78,perfumery,credit_card,6.0,3.0,False,2.0,0
a3b14b09ee78619350083da5c35f0193,00a3a334aec7455a6d3319981499a3da,2017-10-25 11:00:28,10.0,3.0,SP,1,1,24.5,11.85,consoles_games,credit_card,3.0,10.0,False,5.0,0
87dff19086a1aa321cf06195ab40631c,00a77f9cc25b05b2004752593d7b8888,2017-06-22 19:53:24,6.0,4.0,RJ,1,1,177.9,18.5,home_confort,credit_card,9.0,15.0,False,,0
2c06826e53407560a26cc44d66d22726,00a843f5a80c7aea894c558acc29f513,2017-09-01 13:09:44,9.0,5.0,RS,1,1,32.99,14.1,fixed_telephony,credit_card,4.0,10.0,False,3.0,0
